,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,Time
196,SbUK4YmtE0I,AntismartDevil,Masala Time !! | Tony Dsouza | TLRP | #gtarp #tlrp,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-17,590,108.0,,0,PT2H19M51S,hd,false,16:52:31
197,Gk_5wC5o0ZA,AntismartDevil,Tony Dsouza ! | TLRP | #gtarp #tlrp,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-16,245,62.0,,0,PT2H28M6S,hd,false,17:01:42
198,M95P7mcv4d4,AntismartDevil,Mechanic or Criminal Tony ? | TLRP | #gtarp #tlrp,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-15,279,70.0,,0,PT3H42M11S,hd,false,19:01:57
199,COJksWIUQIY,AntismartDevil,Tony Dsouza mechanic toh hain !!  | The Legends Roleplay !,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-15,162,49.0,,0,PT3H55M15S,hd,false,13:39:01
200,3cylb2W-a-I,AntismartDevil,Tony '' REGULAR '' Dsouza | The Legends Roleplay !,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-14,324,80.0,,0,PT5H19M5S,hd,false,14:51:07
201,ovmd2TZzySw,AntismartDevil,Tony Dsouza in The Legends Roleplay !,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-13,487,103.0,,0,PT6H18M20S,hd,false,16:51:36
202,LBw0Idpq7sk,AntismartDevil,Professional Mechanic !! | Tony Dsouza in TLRP,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-11,300,54.0,,0,PT4H20M5S,hd,false,17:10:18
203,WWR1uzGMdE8,AntismartDevil,REGULAR STREAMER ??,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-10,286,74.0,,0,PT3H54M47S,hd,false,17:57:44
204,ItVtohFet9w,AntismartDevil,DAY 4 OF REGULAR STREAMING  !!!,"Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-09,383,89.0,,0,PT4H4M53S,hd,false,16:19:38
205,9hRI_LV2iE0,AntismartDevil,Regularly Irregular streamer !!!,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-08,340,85.0,,0,PT2H23M31S,hd,false,14:44:27
206,00RNg2-6rKk,AntismartDevil,New Streamer ------ DAY 2 !,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-07,446,93.0,,0,PT3H22M21S,hd,false,14:51:10
207,ksE9GLiumsg,AntismartDevil,Trying to stream ------ DAY 1 !,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-10-06,425,109.0,,0,PT3H4M37S,hd,false,18:03:14
208,ypfJ9KHu6rI,AntismartDevil,Back to it !! | Tony Dsouza | The legends Roleplay !,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-08-26,265,79.0,,0,PT4H18M44S,hd,false,19:55:24
209,yYHpwqD1KK0,AntismartDevil,SpiderMan Remastered Live ! | AntismartDevil,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#spiderman #spidermanremastered #ps5","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-08-25,110,34.0,,0,PT2H28M47S,hd,false,16:42:31
210,SQTMN-CK7js,AntismartDevil,Swing and Chill ! | SpiderMan Remastered....,"Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#spiderman #spidermanremastered #ps5","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']",2022-08-24,153,36.0,,0,PT3H48S,hd,false,10:59:58
