"","video_id","channelTitle","title","description","tags","publishedAt","viewCount","likeCount","favouriteCount","commentCount","duration","definition","caption","Time","category","durationSecs"
"164","519DArgsJ7A","AntismartDevil","NO FACE NO CASE ! | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-23",981,181,NA,0,"PT5H17M38S","hd","false","18:51:42",2,19058
"165","xtJFwmtiOO4","AntismartDevil","YEDE CHALEEE ! | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-22",796,153,NA,2,"PT6H21M49S","hd","false","20:35:51",2,22909
"166","JC_eSKMv9vA","AntismartDevil","PD....PD....PD !!!! | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-21",1424,259,NA,0,"PT4H50M1S","hd","false","18:16:09",2,17401
"167","DVswFwzCCCc","AntismartDevil","THE TASK STARTS ! 💀 | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-20",634,146,NA,0,"PT3H11M35S","hd","false","18:46:04",2,11495
"168","KVPPLn23c40","AntismartDevil","PEACE 🕊 | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-19",1584,207,NA,0,"PT9H59M34S","hd","false","22:40:18",2,35974
"169","MUviRzY7pH4","AntismartDevil","BROTHERHOOD FOR LIFE !! | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-18",1043,178,NA,0,"PT6H14M55S","hd","false","20:35:25",2,22495
"170","p8qKxFyLIDM","AntismartDevil","SHADOWS WE ARE !!!! | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-18",1384,236,NA,0,"PT6H47M14S","hd","false","14:22:24",2,24434
"171","B2Xn7K0HnJI","AntismartDevil","GANG ? FAMILY ? | TONY DSOUZA | THE LEGENDS ROLEPLAY !","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-17",1255,223,NA,0,"PT6H31M48S","hd","false","21:04:48",2,23508
"172","mBQ-By9FxZ0","AntismartDevil","Tony ""Chilling"" Dsouza | The Legends Roleplay ! #tlrp","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-16",641,115,NA,0,"PT4H38M59S","hd","false","19:44:32",1,16739
"173","JkRpneMdMQw","AntismartDevil","House Robberies ? | Tony Dsouza | The Legends Roleplay ! #tlrp","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-15",758,156,NA,0,"PT4H48M35S","hd","false","19:32:26",1,17315
"174","M62v2XBBASo","AntismartDevil","Masala ? | Tony Dsouza | The Legends Roleplay !","Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-14",559,113,NA,0,"PT6H12M12S","hd","false","19:13:43",2,22332
"175","LC6zNCOGtwc","AntismartDevil","We are not here to teach People !!! | Tony Dsouza | The Legends Roleplay !","Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in live chat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Night bot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-13",939,168,NA,0,"PT6H2M44S","hd","false","19:55:12",2,21764
"176","9ZuTI0JhrOw","AntismartDevil","Meetings and Robberies ? | Tony Dsouza | The Legends Roleplay !","Email : antismartdevil@gmail.com

Instagram : https://www.instagram.com/antismartdevil/
     
Discord : https://discord.gg/AUzMGUXxpG


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in live chat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Night bot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-12",1068,180,NA,0,"PT6H16M30S","hd","false","21:39:00",2,22590
"177","r0qvFbEf-Zc","AntismartDevil","Hi Guys ! | Tony Dsouza | The legends Roleplay ! | #tlrp #gtarp","Email : antismartdevil@gmail.com

Instagram :https://www.instagram.com/adityawagh._/
     
Discord : https://discord.gg/Vcrgtuf


☆ You Can Support the stream with Appreciation :

 Phonepe/Gpay : 7045549172


☆ Rules to be followed in livechat.

1. Please do not spam any links or words.

2. Don't use excessive emojis.

3. Please be respectful with everyone in the  chat.
    
4. Please obey the MODS and the Nightbot , Disobeying will result to timeouts .

5. No hate speech. 


 💻 PC SPECIFICATIONS

  💠   Processor- Ryzen 3700x
  💠   Mouse pad - Redgear Manta large 
  💠   SSD - 250 GB  nvme 
  💠   HDD - 1TB
  💠   Ram -16GB Gskill Trident z RGB 
  💠   MotherBoard -B450 Aorus Pro Wifi
  💠   Graphic Card - Aorus Geforce RTX 2070 Super 
  💠   Cabinet - Cooler Master MASTERBOX MB520 RGB
  💠   PSU - 750W 80 + gold
  💠   Monitor - 144hz MSI Optix G24
  💠   Keyboard - RedGear Manta  
  💠   Mouse -  Zebronics Zeb Feather
  💠   Headphones -  RedGear Cloak Wired .




#tlrp #gtarp #Antismartdevil #tonydsouza","['tlrp', '#tlrp', 'tlrp gangs', 'tlrp india', 'tlrp gsf gang', 'how to join tlrp', 'how to connect tlrp', 'gtarp', 'how to get whitelist in tlrp', 'tlrpgsf', '#india #tlrp #gta #gta5 #roleplay', '#tlrpsoon', 'rp', '#tlrpremap', 'tlrpgangintro', '#rp', 'htrp', 'svrp', 'gtavrp', 'gta5rp', 'gta v rp', '#gta v rp', '#gtavrp', 'htrp live', 'gta 5 rp live', 'gta rp guide', 'gta 5 rp hindi', 'gta 5 rp fivem', 'gang war in gta 5 rp', 'gully gang gta 5 rp', 'gta 5 rp live stream', 'panda', 'india']","2022-11-11",614,120,NA,0,"PT3H38M6S","hd","false","19:35:14",1,13086
